机组类型,区域,团队,经销商（KAD）,地区,城市,县级,所属集团,企业名称,纳税人识别号,登记状态,电厂名称/项目名称,地址,投产时间,过去两年Dpal售出(L),投产时间标签,每年涡轮机补加预估KL,每年辅机用油KL,每年总售后用油KL,机组总容量(MW),机组1名称,机组1容量(MW),机组2名称,机组2容量(MW),机组3名称,机组3容量(MW),机组4名称,机组4容量(MW),机组5名称,机组5容量(MW),机组6名称,机组6容量(MW),机组7名称,机组7容量(MW),机组8名称,机组8容量(MW),机组9名称,机组9容量(MW),机组10名称,机组10容量(MW),机组11名称,机组11容量(MW),机组12名称,机组12容量(MW),机组13名称,机组13容量(MW),机组14名称,机组14容量(MW),机组15名称,机组15容量(MW),机组16名称,机组16容量(MW),机组17名称,机组17容量(MW),机组18名称,机组18容量(MW),机组19名称,机组19容量(MW),机组20名称,机组20容量(MW),机组21名称,机组21容量(MW),机组22名称,机组22容量(MW),机组23名称,机组23容量(MW),机组24名称,机组24容量(MW),机组25名称,机组25容量(MW),机组26名称,机组26容量(MW),机组27名称,机组27容量(MW),机组28名称,机组28容量(MW),机组29名称,机组29容量(MW),机组30名称,机组30容量(MW),机组31名称,机组31容量(MW),机组32名称,机组32容量(MW),机组33名称,机组33容量(MW),机组34名称,机组34容量(MW),机组总容量(MW),机组1名称,机组1容量(MW),经度,纬度,机组总容量(MW),机组1名称,机组1容量(MW)
火电-生物质能发电-农林生物质发电,华中,North,,河南省,周口市,扶沟县,国家电力投资集团有限公司,国能扶沟生物发电有限公司,914116217967745292,存续,国能扶沟生物发电有限公司,城郊乡东高村,2008/5/1, -   ,>10年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,114.41723,34.09567,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,周口市,扶沟县,国家电力投资集团有限公司,国能扶沟生物发电有限公司,914116217967745292,存续,国能扶沟生物发电有限公司1×30MW生物质热电联产项目,河南省周口市扶沟县产业集聚区将军路东侧、长丰路北侧,2021/12/28, -   ,1~5年,0.23,0.45,1,30.00,#2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,114.41012,34.08545,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,周口市,鹿邑县,国家电力投资集团有限公司,国能浚县生物发电有限公司鹿邑分公司,91411628MA9KCAD071,存续,国能浚县生物发电有限公司鹿邑分公司,河南省鹿邑县涡北镇宋河大道4号,2007/12/1, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,115.48512,33.88234,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,周口市,鹿邑县,国家电力投资集团有限公司,国能鹿邑生物发电有限公司,914116287805338510,注销（2021-12-28）,国能鹿邑生物发电有限公司,涡北镇产业集聚区,2007/12/1, -   ,>10年,0.20,0.38,1,25.00,#1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,115.49256,33.89512,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,驻马店市,上蔡县,国家电力投资集团有限公司,国能上蔡生物发电有限公司,9141172256513601X3,存续,国能上蔡生物发电有限公司,上蔡县杜二沟西上项路南侧,2014/1/1, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,114.28112,33.27545,0.00,,
火电-生物质能发电-农林生物质发电,华中,North,,河南省,驻马店市,正阳县,国家电力投资集团有限公司,国能正阳生物发电有限公司,91411724MA440X358J,存续,国能正阳1*35MW生物质热电联产工程项目,河南省驻马店市正阳县吕河乡河湾村,2021/3/28, -   ,1~5年,0.27,0.53,1,35.00,#1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,114.36423,32.38567,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,哈尔滨市,巴彦县,国家电力投资集团有限公司,国能巴彦生物发电有限公司,912301267930735671,存续,国能巴彦生物发电有限公司,巴彦县巴彦镇北门外,2011/3/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,127.40212,46.08234,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,齐齐哈尔市,龙江县,国家电力投资集团有限公司,国能龙江生物发电有限公司,912302217860340250,存续,国能龙江生物发电有限公司,黑龙江省齐齐哈尔市龙江县龙江镇城东路东,2010/7/1, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,123.21845,47.33212,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区,国家电力投资集团有限公司,齐齐哈尔九洲环境能源有限公司,91230208MA1AX9AC4H,存续,齐齐哈尔九洲环境能源有限公司梅里斯区1x40MW农林生物质热电联产项目(一期),黑龙江省齐齐哈尔市梅里斯达斡尔族区齐富路,2021/4/24, -   ,1~5年,0.31,0.60,1,40.00,#1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,123.83456,47.31212,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区,国家电力投资集团有限公司,齐齐哈尔九洲环境能源有限公司,91230208MA1AX9AC4H,存续,齐齐哈尔九洲环境能源有限公司梅里斯区1x40MW农林生物质热电联产项目(二期),齐齐哈尔市绿色食品特色产业园区内,2021/10/5, -   ,1~5年,0.31,0.60,1,40.00,#2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,123.95312,47.38245,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,双鸭山市,友谊县,国家能源投资集团有限责任公司,龙源友谊生物质发电有限公司,912305226848790867,存续,龙源友谊生物质发电有限公司,黑龙江省双鸭山市友谊县友谊镇发电小区电厂街,2010/7/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,131.81234,46.77256,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,绥化市,庆安县,国家电力投资集团有限公司,国能庆安生物发电有限公司,912312247819137844,存续,庆安生物质燃料热电联产工程,黑龙江省绥化市庆安县县城东1.25公里处哈伊公路北侧,2014/7/14, -   ,>10年,0.20,0.38,1,25.00,#1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,127.5256,46.8789,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,绥化市,望奎县,国家电力投资集团有限公司,国能龙江生物发电有限公司望奎分公司,91231221MA1F8M495N,存续,国能生物质热电联产工程,黑龙江省绥化市望奎县糖厂东侧,2007/11/5, -   ,>10年,0.20,0.38,1,25.00,#1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.4952,46.8324,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,黑龙江省,绥化市,肇东市,中国华能集团有限公司,华能肇东生物质能发电有限公司,91231282MA1CARWP6G,存续,华能肇东生物质能发电有限公司肇东市1X40MW糠醛渣热电联产项目,肇东市肇东镇石坚村37号,2021/12/31, -   ,1~5年,0.31,0.60,1,40.00,#1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.9687,46.0652,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,吉林省,长春市,德惠市,国家电力投资集团有限公司,国能德惠生物发电有限公司,912201837859493036,存续,国能德惠生物发电有限公司,德惠市经济开发区北区太兴村(德白路南侧),2013/3/1, -   ,>10年,0.23,0.45,1,30.00,1号30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.7258,44.5756,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,吉林省,长春市,公主岭市,国家电力投资集团有限公司,国能公主岭生物发电有限公司,91220381786849347P,存续,国能公主岭生物质发电项目,公主岭市岭东街八里桥,2011/6/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,124.8502,43.5154,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,吉林省,长春市,农安县,中国华能集团有限公司,华能吉林发电有限公司农安生物质发电厂,91220122MA14B6JXXC,存续,华能吉林发电有限公司农安生物质发电厂1×35MW机组扩建工程,吉林省长春市农安县工业集中区,2020/12/26, -   ,5~8年,0.27,0.53,1,35.00,#2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.1785,44.4089,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,吉林省,长春市,农安县,中国华能集团有限公司,华能吉林发电有限公司农安生物质发电厂,91220122MA14B6JXXC,存续,华能吉林发电有限公司农安生物质发电厂,吉林省长春市农安县农安镇兴业路北侧工业集中区内,2012/1/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.1854,44.4156,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,吉林省,吉林市,磐石市,国家电力投资集团有限公司,磐石宏日生物质能源有限责任公司,91220284MA1443854G,存续,磐石宏日生物质能源有限责任公司生物质热电联产项目,吉林省磐石市经济开发区深圳街666号,2021/12/30, -   ,1~5年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,126.0687,42.9456,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,吉林省,辽源市,龙山区,国家电力投资集团有限公司,国能辽源生物发电有限公司,91220400782627157C,存续,国能辽源生物发电有限公司,辽源市龙山区寿山镇,2007/11/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,125.0923,42.8556,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,吉林省,松原市,长岭县,国家电力投资集团有限公司,国能长岭生物发电有限公司,912207225552763770,存续,国能长岭1X30MW生物发电项目,长岭县环城工业集中区,2014/10/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,123.9785,44.2589,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,江苏省,连云港市,东海县,国家能源投资集团有限责任公司,东海龙源生物质发电有限公司,913207227953821601,存续,东海龙源生物质发电有限公司,连云港东海房山镇驻地牛房路东侧,2007/12/1, -   ,>10年,0.09,0.18,0,24.00,#1,12,#2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.8256,34.4256,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,江苏省,宿迁市,宿豫区,中国节能环保集团有限公司,中节能（宿迁）生物质能发电有限公司,91321311781290898A,存续,中节能宿迁秸秆直燃24MW生物质发电工程,江苏省宿迁市宿豫区江山大道2号,2007/4/28, -   ,>10年,0.19,0.36,1,24.00,1-2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.3324,33.9556,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,江苏省,徐州市,邳州市,国家电力投资集团有限公司,国能邳州生物发电有限公司,913203825766790879,存续,国能邳州生物发电有限公司30MW生物质发电项目,戴圩街道,2015/10/31, -   ,>10年,0.23,0.45,1,30.00,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.9654,34.3056,0.00,,
火电-生物质能发电-农林生物质发电,华东,East,,江苏省,盐城市,射阳县,国家电力投资集团有限公司,国能射阳生物发电有限公司,91320924791059155H,存续,国能射阳生物发电有限公司,射阳经济开发区西区西首,2007/10/1, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,120.2187,33.7554,0.00,,
火电-生物质能发电-农林生物质发电,华东,South,,江西省,赣州市,赣县区,国家电力投资集团有限公司,国能赣县生物发电有限公司,9136072169609899XK,存续,赣县生物发电工程,江口镇山田村,2012/2/28, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.2156,25.4856,0.00,,
火电-生物质能发电-农林生物质发电,华东,South,,江西省,赣州市,石城县,国家电力投资集团有限公司,江西石城智慧生物质发电有限公司,91360735MA389GYJ48,存续,石城县1X30MW生物质发电项目,江西省赣州市石城县石城县屏山镇和珠坑乡境内,2020/12/28, -   ,5~8年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.365592,26.214079,0.00,,
火电-生物质能发电-农林生物质发电,华东,South,,江西省,九江市,彭泽县,国家电力投资集团有限公司,国能彭泽生物发电有限公司,91360430578794417E,存续,国能彭泽生物发电有限公司,江西省九江市彭泽县定山镇东光村,2016/2/12, -   ,8~10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.432265,29.834959,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,辽宁省,锦州市,黑山县,国家电力投资集团有限公司,国能黑山生物发电有限公司,912107267915597822,存续,国能黑山生物发电新建工程1*12MW生物发电机组,黑山县黑山镇古家子村,2008/11/1, -   ,>10年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,122.117610,41.654195,0.00,,
火电-生物质能发电-农林生物质发电,东北,North,,辽宁省,铁岭市,昌图县,国家电力投资集团有限公司,国能昌图生物发电有限公司,9121122479484014XN,存续,国能昌图生物发电有限公司,昌图县昌图镇满井村,2010/6/23, -   ,>10年,0.09,0.18,0,47.00,#1,12,#2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,124.104046,42.818585,0.00,,
火电-生物质能发电-农林生物质发电,华北,0.00,,内蒙古自治区,赤峰市,松山区,国家电力投资集团有限公司,国能赤峰生物发电有限公司,91150404790168931K,存续,国能赤峰生物发电有限公司,内蒙古赤峰市松山区安庆工业园区,2009/3/1, -   ,>10年,0.09,0.18,0,12.00,1号机组,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.995,42.175,0.00,,
火电-生物质能发电-农林生物质发电,华北,0.00,,内蒙古自治区,通辽市,科尔沁区,国家电力投资集团有限公司,国能通辽生物发电有限公司,91150500793620372T,存续,国能通辽生物发电有限公司,内蒙古自治区通辽市科尔沁区内蒙古通辽市科尔沁区木里图工业园区南区,2008/12/31, -   ,>10年,0.09,0.18,0,47.00,#1,12,#2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,122.18,43.46,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,滨州市,惠民县,国家电力投资集团有限公司,国能惠民生物发电有限公司,9137162155788232XR,存续,国能惠民生物发电有限公司生物质发电项目,滨州市惠民县五支刘村,2012/7/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.502,37.481,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,东营市,垦利区,国家电力投资集团有限公司,国能垦利生物发电有限公司,913705217903696370,存续,国能垦利生物发电有限公司,垦利县董集工贸发展基地新科路西首,2007/3/29, -   ,>10年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.405,37.54,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,菏泽市,单县,国家电力投资集团有限公司,国能单县生物发电有限公司,91371722783453726N,存续,山东单县秸秆生物质能发电项目,山东省菏泽市单县经济技术开发区创新路北段,2006/12/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.11,34.8,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,菏泽市,巨野县,国家电力投资集团有限公司,国能巨野生物发电有限公司,913717247986525254,存续,国能巨野生物（秸秆）发电项目,菏泽市巨野县,2008/4/11, -   ,>10年,0.09,0.18,0,12.00,1号,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.075,35.392,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,济南市,济阳区,中国华能集团有限公司,华能济阳生物质热电有限公司,91370125MA3MD7JN14,存续,华能济阳生物质热电有限公司#1机组,山东省济南市济阳县济北开发区黄河大街17号总部经济中心办公楼461室,2020/12/26, -   ,5~8年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.178,36.971,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,济宁市,泗水县,中国华能集团有限公司,华能山东泗水新能源有限公司,913708313346187243,存续,华能山东泗水30兆瓦生物质热电联产项目,苗馆镇,2020/12/28, -   ,5~8年,0.23,0.45,1,30.00,#1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.425,35.625,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,聊城市,高唐县,国家电力投资集团有限公司,国能高唐生物发电有限公司,91371526789297939P,存续,国能高唐生物发电项目,山东省高唐县经济技术开发区,2007/1/29, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.235,36.835,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,临沂市,兰山区,国家电力投资集团有限公司,国能临沂生物发电有限公司,91371300555243938B,存续,国能临沂生物发电有限公司,临沂市兰山区义堂镇后城子村村后,2011/12/26, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.225,35.095,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,泰安市,肥城市,中国节能环保集团有限公司,中节能（肥城）生物质能热电有限公司,91370983082954157J,存续,中节能肥城生物质发电项目,肥城市老城街道办事处杨庄村,2016/1/31, -   ,8~10年,0.12,0.23,0,30.00,1号机组,15,2号机组,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.755,36.245,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,泰安市,宁阳县,国家电力投资集团有限公司,国能宁阳生物发电有限公司,913709216906024890,存续,国能宁阳生物发电有限公司,泰安市宁阳县伏山项目聚集区,2011/4/1, -   ,>10年,0.23,0.45,1,30.00,1号机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,116.825,35.835,0.00,,
火电-生物质能发电-农林生物质发电,华东,North,,山东省,烟台市,栖霞市,中国节能环保集团有限公司,中节能（烟台）生物质热电有限公司,91370686797303390B,存续,烟台天力生物质热电项目,山东省栖霞市腾飞西路9号,2012/3/27, -   ,>10年,0.12,0.23,0,30.00,1号机组,15,2号机组,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,120.845,37.325,0.00,,
火电-生物质能发电-农林生物质发电,西南,West,,四川省,南充市,南部县,国家电力投资集团有限公司,国能南部生物发电有限公司,915100005752970528,存续,国能南部生物质发电工程,四川省南充市南部县定水镇马鞍村7组,2019/6/15, -   ,5~8年,0.23,0.45,1,30.00,国能南部生物质发电厂,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,106.115,31.245,0.00,,
火电-生物质能发电-农林生物质发电,西北,0.00,,新疆维吾尔自治区,阿克苏地区,阿瓦提县,国家电力投资集团有限公司,国能阿瓦提生物发电有限公司,91652928789891452M,存续,国能阿瓦提生物发电有限公司,阿瓦提以208国道阿瓦提县3公里处,2008/10/1, -   ,>10年,0.09,0.18,0,12.00,#1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,80.365,40.635,0.00,,
火电-生物质能发电-农林生物质发电,西北,0.00,,新疆维吾尔自治区,喀什地区,巴楚县,国家电力投资集团有限公司,国能巴楚生物发电有限公司,91653130789892842H,存续,国能巴楚生物发电有限公司,新疆喀什地区巴楚县色力布亚镇,2008/12/5, -   ,>10年,0.09,0.18,0,12.00,1号,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,77.255,39.365,0.00,,
火电-生物质能发电-沼气发电,华东,South,,福建省,厦门市,翔安区,中国节能环保集团有限公司,瑞科际再生能源股份有限公司,91350200699900255C,存续,reCulture生活垃圾资源再生示范厂工程餐厨垃圾处理一期二阶段,新圩镇诗林中路522号,2019/1/23, -   ,5~8年,0.01,0.02,0,3.00,#3,1,#4,1,#5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,114.275,22.905,0.00,,
火电-瓦斯（煤层气）发电,华北,0.00,,内蒙古自治区,阿拉善盟,阿拉善左旗,中国节能环保集团有限公司,中节能宁夏新能源股份有限公司乌兰瓦斯电站,91152900555498332C,存续,宁夏安泰新能源股份有限公司乌兰瓦斯电站扩建项目,内蒙古阿拉善盟阿拉善左旗宗别立镇乌兰矿工业广场,2014/8/8, -   ,>10年,0.01,0.01,0,4.20,17#发电机组,0.7,18#发电机组,0.7,19#发电机组,0.7,20#发电机组,0.7,21#发电机组,0.7,22#发电机组,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,106.105,39.305,0.00,,
火电-瓦斯（煤层气）发电,华北,0.00,,内蒙古自治区,乌海市,乌达区,国家能源投资集团有限责任公司,乌海市天洁电力有限责任公司,91150304683428267A,存续,乌达矿业公司五虎山瓦斯发电项目,五虎山煤矿附近,2012/6/8, -   ,>10年,0.05,0.11,0,7.00,14*500GF1-3PW瓦斯发电机组,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,106.765,39.455,0.00,,
